               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.035888,            0.023851,           0.0015372,             0.46939,             0.29401,             0.27343,             0.14683,            0.068947,            0.035838,            0.022151,            0.001981,            0.001981,            0.001981
                 164,            0.040239,            0.028439,           0.0027966,             0.45394,             0.31517,             0.27917,             0.15057,            0.069302,            0.035778,            0.021376,           0.0019315,           0.0019315,           0.0019315
                 165,            0.034954,            0.028024,           0.0027644,             0.43286,              0.3068,             0.27226,             0.14546,            0.068942,            0.035761,            0.021469,            0.001882,            0.001882,            0.001882
                 166,             0.03678,            0.029589,           0.0013878,             0.51988,             0.29182,             0.27125,             0.14522,            0.069068,            0.035881,            0.021696,           0.0018325,           0.0018325,           0.0018325
                 167,             0.03658,            0.027153,           0.0020095,             0.46308,              0.2992,             0.27333,             0.14663,            0.069297,            0.036015,            0.021572,            0.001783,            0.001783,            0.001783
                 168,            0.037109,            0.032295,            0.001548,             0.48668,             0.29855,             0.27714,             0.14788,            0.069445,            0.036291,            0.022362,           0.0017335,           0.0017335,           0.0017335
                 169,            0.037501,            0.028257,            0.003136,             0.40822,             0.32946,             0.28985,             0.15119,            0.068751,            0.035878,            0.022405,            0.001684,            0.001684,            0.001684
                 170,              0.0338,            0.027828,           0.0018166,             0.48283,             0.28247,             0.28462,             0.15664,            0.068843,            0.035667,            0.022208,           0.0016345,           0.0016345,           0.0016345
                 171,            0.037237,            0.026983,           0.0074787,             0.39022,             0.34725,              0.2896,             0.15556,            0.068469,            0.035351,             0.02292,            0.001585,            0.001585,            0.001585
                 172,            0.036243,            0.029384,           0.0025912,             0.40778,               0.337,             0.28227,             0.14669,            0.068389,             0.03538,            0.023751,           0.0015355,           0.0015355,           0.0015355
                 173,            0.035698,            0.026332,           0.0041067,             0.42384,             0.32245,              0.2892,             0.15637,            0.067904,            0.035313,            0.023399,            0.001486,            0.001486,            0.001486
                 174,            0.034571,             0.03029,            0.001611,             0.40673,             0.34198,             0.28889,             0.16086,            0.068356,            0.035354,            0.023069,           0.0014365,           0.0014365,           0.0014365
                 175,            0.035189,            0.026524,           0.0015214,             0.44372,             0.34005,             0.29015,             0.16551,            0.068483,            0.035632,            0.022444,            0.001387,            0.001387,            0.001387
                 176,            0.037665,            0.033666,           0.0019932,             0.45884,             0.35314,             0.30519,             0.16619,            0.068531,             0.03572,            0.022548,           0.0013375,           0.0013375,           0.0013375
                 177,            0.036474,            0.028143,           0.0012823,             0.43066,             0.32865,             0.28837,             0.16491,            0.068578,            0.035753,            0.022101,            0.001288,            0.001288,            0.001288
                 178,            0.036711,             0.02556,           0.0013324,             0.41894,             0.33246,             0.29109,             0.16139,            0.068745,            0.035923,            0.022086,           0.0012385,           0.0012385,           0.0012385
                 179,            0.037496,            0.029234,            0.006784,             0.64851,             0.25436,             0.29705,              0.1602,            0.068863,            0.035927,            0.022641,            0.001189,            0.001189,            0.001189
                 180,            0.036177,            0.027751,           0.0012442,             0.65648,             0.25608,             0.30321,             0.16015,            0.069001,             0.03579,            0.021997,           0.0011395,           0.0011395,           0.0011395
                 181,            0.034626,            0.026841,           0.0015161,             0.64814,             0.24792,             0.29613,             0.15749,            0.069462,            0.035778,            0.022095,             0.00109,             0.00109,             0.00109
                 182,            0.035168,            0.026071,           0.0015006,             0.65879,             0.24169,              0.2927,             0.15712,            0.069401,            0.035683,            0.022134,           0.0010405,           0.0010405,           0.0010405
                 183,             0.03492,            0.026005,           0.0013227,             0.66139,             0.24169,             0.30042,             0.16249,            0.069239,            0.035535,            0.022252,            0.000991,            0.000991,            0.000991
                 184,             0.03771,            0.029498,           0.0014203,             0.46577,             0.32905,              0.3001,             0.16096,            0.068935,            0.035572,            0.021836,           0.0009415,           0.0009415,           0.0009415
                 185,            0.034046,            0.025503,           0.0011855,             0.45308,             0.34373,              0.3115,             0.16679,            0.068657,            0.035756,            0.021967,            0.000892,            0.000892,            0.000892
                 186,            0.035091,            0.024502,            0.001124,             0.43793,             0.33945,             0.30997,             0.16504,            0.068517,            0.035769,            0.022024,           0.0008425,           0.0008425,           0.0008425
                 187,            0.033873,            0.025574,           0.0012905,             0.64684,             0.26186,             0.30918,             0.16577,            0.068234,            0.035724,            0.022568,            0.000793,            0.000793,            0.000793
                 188,             0.03332,            0.027095,           0.0010775,             0.46521,             0.33927,              0.3036,             0.16649,            0.068019,            0.035896,            0.021384,           0.0007435,           0.0007435,           0.0007435
                 189,            0.034872,            0.029999,             0.00124,             0.46175,             0.33179,             0.29676,             0.16517,            0.068003,            0.035927,            0.021185,            0.000694,            0.000694,            0.000694
                 190,            0.033052,            0.025718,           0.0011407,             0.46986,             0.33804,             0.30178,             0.16354,            0.068093,            0.035943,            0.020801,           0.0006445,           0.0006445,           0.0006445
                 191,             0.03399,            0.025274,           0.0017804,             0.48628,             0.35276,             0.30889,             0.17042,            0.067682,            0.035764,            0.019846,            0.000595,            0.000595,            0.000595
                 192,             0.03708,            0.028337,           0.0014115,             0.47808,             0.33707,             0.30963,             0.16729,            0.067735,            0.035706,            0.019178,           0.0005455,           0.0005455,           0.0005455
                 193,            0.033891,            0.024363,           0.0017365,             0.45922,             0.34386,              0.3142,              0.1657,            0.067958,            0.035693,            0.019381,            0.000496,            0.000496,            0.000496
                 194,            0.036041,            0.028146,           0.0011315,             0.45318,             0.33537,             0.30719,             0.16476,            0.068001,            0.035677,            0.019209,           0.0004465,           0.0004465,           0.0004465
                 195,            0.033667,            0.026175,           0.0016136,             0.45247,             0.34287,             0.31458,             0.16913,            0.068014,            0.035762,            0.019353,            0.000397,            0.000397,            0.000397
                 196,            0.036448,            0.028417,           0.0014633,             0.46982,             0.34867,             0.31329,             0.16808,            0.068194,            0.035898,            0.019019,           0.0003475,           0.0003475,           0.0003475
                 197,            0.037865,            0.028649,           0.0014367,             0.45771,             0.34005,             0.31017,             0.16722,            0.068245,            0.035967,            0.019703,            0.000298,            0.000298,            0.000298
                 198,             0.03581,            0.028248,           0.0022735,             0.45789,             0.33947,             0.30362,             0.16857,            0.068261,            0.036018,             0.02039,           0.0002485,           0.0002485,           0.0002485
                 199,            0.034773,            0.027494,           0.0018582,             0.47651,             0.34446,             0.30449,             0.16769,            0.068121,            0.036009,             0.02052,            0.000199,            0.000199,            0.000199
